#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Acinetobacter sp. NIPH 284	1217704	PRJNA183246	183246	Proteobacteria	Gammaproteobacteria	3.16417	38.9	-	-	-	-	APRI01	22	3108	3030	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 3929	1217707	PRJNA183247	183247	Proteobacteria	Gammaproteobacteria	4.24781	40.4	-	-	-	-	APRH01	10	4160	4084	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 4052	1217689	PRJNA183267	183267	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Acinetobacter sp. ANC 4050	1217691	PRJNA183269	183269	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Acinetobacter sp. ANC 3811	1217690	PRJNA183273	183273	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Acinetobacter sp. CIP 56.2	1144672	PRJNA183304	183304	Proteobacteria	Gammaproteobacteria	4.31998	40.9	-	-	-	-	APPH01	4	4142	4055	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 102637	1144669	PRJNA183305	183305	Proteobacteria	Gammaproteobacteria	2.74816	41.9	-	-	-	-	APPG01	5	2731	2648	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 817	520708	PRJNA183306	183306	Proteobacteria	Gammaproteobacteria	4.08796	38.6	-	-	-	-	APPF01	16	3915	3837	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 899	1217710	PRJNA183307	183307	Proteobacteria	Gammaproteobacteria	3.77005	41.9	-	-	-	-	APPE01	32	3820	3731	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 102082	1144663	PRJNA183308	183308	Proteobacteria	Gammaproteobacteria	2.93777	41.6	-	-	-	-	APPD01	16	2946	2870	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 758	1217712	PRJNA183309	183309	Proteobacteria	Gammaproteobacteria	4.04753	41.1	-	-	-	-	APPC01	13	3851	3757	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 102529	1144668	PRJNA183310	183310	Proteobacteria	Gammaproteobacteria	2.98832	41.6	-	-	-	-	APPB01	13	3022	2936	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 102129	1144664	PRJNA183311	183311	Proteobacteria	Gammaproteobacteria	2.94594	41.9	-	-	-	-	APPA01	11	2882	2822	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP 102159	1144667	PRJNA183312	183312	Proteobacteria	Gammaproteobacteria	2.87507	41.7	-	-	-	-	APOZ01	2	2870	2794	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 3789	1217714	PRJNA183313	183313	Proteobacteria	Gammaproteobacteria	3.23828	41.2	-	-	-	-	APOY01	11	3108	3038	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 973	520709	PRJNA183323	183323	Proteobacteria	Gammaproteobacteria	4.21282	38.6	-	-	-	-	APOO01	16	4135	4051	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP-A165	40373	PRJNA183329	183329	Proteobacteria	Gammaproteobacteria	3.50396	40.1	-	-	-	-	APOK01	8	3433	3355	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 236	1217711	PRJNA183330	183330	Proteobacteria	Gammaproteobacteria	3.53815	38.4	-	-	-	-	APOJ01	19	3441	3347	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. NIPH 809	1217713	PRJNA183331	183331	Proteobacteria	Gammaproteobacteria	4.24964	41.2	-	-	-	-	APOI01	3	4016	3929	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. ANC 3994	1217715	PRJNA183332	183332	Proteobacteria	Gammaproteobacteria	3.6479	39.6	-	-	-	-	APOH01	14	3430	3324	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. CIP A162	1144674	PRJNA183333	183333	Proteobacteria	Gammaproteobacteria	3.35694	43	-	-	-	-	APOG01	7	3301	3204	2013/04/16	2013/04/16	Scaffolds or contigs	Broad Institute
Acinetobacter sp. MDS7A	1209355	PRJNA186610	186610	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	West bengal University of Technology
Acinetobacter sp. WC-743	903945	PRJNA188437	188437	Proteobacteria	Gammaproteobacteria	4.90237	37.9	-	-	-	-	AMFQ01	154	4878	4756	2013/02/01	2013/02/04	Scaffolds or contigs	Walter Reed Army Institute of Research
Acinetobacter sp. JGI 0001033-F09	1313275	PRJNA195735	195735	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Acinetobacter sp. JGI 0001041-E13	1313276	PRJNA195736	195736	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Flavobacterium sp.	239	PRJNA13842	13842	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Flavobacterium sp. KI723T1	408956	PRJNA30249	30249	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Flavobacterium sp. MS220-5C	926447	PRJNA60085	60085	Bacteroidetes/Chlorobi group	Bacteroidetes	0.70777	39.3	-	-	-	-	AOTS01	22	-	-	2013/02/21	2013/02/21	Scaffolds or contigs	JGI
Flavobacterium sp. B17	95618	PRJDA69959	69959	Bacteroidetes/Chlorobi group	Bacteroidetes	4.16575	37	-	-	-	-	BACY01	697	-	-	2012/12/26	2012/12/26	Scaffolds or contigs	Kazusa DNA Research Institute
Flavobacterium sp. ACAM 123	1189620	PRJNA165647	165647	Bacteroidetes/Chlorobi group	Bacteroidetes	3.9556	34.8	-	-	-	-	AJXL01	285	-	-	2012/05/23	2012/05/23	Scaffolds or contigs	University of Tasmania
Flavobacterium sp. F52	1202532	PRJNA170864	170864	Bacteroidetes/Chlorobi group	Bacteroidetes	5.33694	-	-	-	-	-	AKZQ01	54	4601	4549	2012/07/13	2012/07/18	Scaffolds or contigs	ARO, Volcani Agriculture Research Center 
Flavobacterium sp. CF136	1144313	PRJNA171678	171678	Bacteroidetes/Chlorobi group	Bacteroidetes	5.10202	-	-	-	-	-	AKJZ01	113	4363	4319	2012/07/27	2012/07/31	Scaffolds or contigs	Oak Ridge National Lab
Flavobacterium sp. WG21	1229487	PRJNA174216	174216	Bacteroidetes/Chlorobi group	Bacteroidetes	5.19851	35.6	-	-	-	-	AMYW01	84	-	-	2013/02/01	2013/02/01	Scaffolds or contigs	University of Notre Dame
Flavobacterium sp. URHB0058	1298868	PRJNA190843	190843	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Flavobacterium sp. R3.2	1302621	PRJNA192564	192564	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	Universiti Malaya
Flavobacterium sp. SCGC AAA160-P02	1009412	PRJNA195656	195656	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Flavobacterium sp. SCGC AAA536-G18	1009713	PRJNA195657	195657	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Flavobacterium sp. SCGC AAA536-P05	1009712	PRJNA195658	195658	Bacteroidetes/Chlorobi group	Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Frankia sp. Mbj2	235659	PRJNA13016	13016	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Frankia sp. CpI1	1856	PRJNA13845	13845	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Frankia sp. EuI1c	298654	PRJNA42615	42615	Actinobacteria	Actinobacteria	8.81578	72.3	NC_014666.1	CP002299.1	-	-	-	1	7263	7083	2010/11/05	2012/01/23	Complete	US DOE Joint Genome Institute (JGI-PGF)
Frankia sp. EUN1f	102897	PRJNA46069	46069	Actinobacteria	Actinobacteria	9.35274	70.8	-	-	-	-	ADGX01	396	8236	8182	2010/02/04	2010/02/17	Scaffolds or contigs	US DOE Joint Genome Institute (JGI-PGF)
Frankia sp. EAN1pec	298653	PRJNA58367	58367	Actinobacteria	Actinobacteria	8.98204	71.2	NC_009921.1	CP000820.1	-	-	-	1	7377	7191	2007/10/10	2012/06/14	Complete	US DOE Joint Genome Institute
Frankia sp. CcI3	106370	PRJNA58397	58397	Actinobacteria	Actinobacteria	5.43363	70.1	NC_007777.1	CP000249.1	-	-	-	1	4618	4499	2006/02/06	2012/01/19	Complete	US DOE Joint Genome Institute (JGI-PGF)
Frankia sp. CN3	298655	PRJNA78145	78145	Actinobacteria	Actinobacteria	9.96407	-	-	-	-	-	AGJN01	234	8406	8336	2011/11/15	2011/11/30	Scaffolds or contigs	DOE Joint Genome Institute
Frankia sp. DC12	683315	PRJNA157399	157399	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	JGI
Frankia sp. QA3	710111	PRJNA169226	169226	Actinobacteria	Actinobacteria	7.59085	-	NZ_CM001489.1	CM001489.1	-	-	AJWA01	1	6546	6033	2012/05/08	2012/06/27	Complete	DOE Joint Genome Institute
Frankia sp. BCU110501	365528	PRJNA169728	169728	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Frankia sp. BMG5.12	222534	PRJNA170084	170084	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Frankia sp. Iso899	1283283	PRJNA186458	186458	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Nitrosomonas sp. 17	314272	PRJNA13517	13517	Proteobacteria	Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Nitrosomonas sp.	42353	PRJNA13850	13850	Proteobacteria	Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Nitrosomonas sp. AL212	153948	PRJNA55727	55727	Proteobacteria	Betaproteobacteria	3.33703	44.7559	NC_015222.1	CP002552.1	NC_015223.1,NC_015221.1	CP002553.1,CP002554.1	-	3	3239	2983	2011/03/09	2011/10/06	Complete	US DOE Joint Genome Institute (JGI-PGF)
Nitrosomonas sp. Is79A3	261292	PRJNA68745	68745	Proteobacteria	Betaproteobacteria	3.78344	45.4	NC_015731.1	CP002876.1	-	-	-	1	3598	3372	2011/06/29	2012/01/21	Complete	DOE Joint Genome Institute
Halobacterium sp. GN101	88773	PRJNA13852	13852	Euryarchaeota	Halobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Halobacterium sp. DL1	751944	PRJNA75121	75121	Euryarchaeota	Halobacteria	3.15565	-	-	-	-	-	AGIR01	8	3349	3301	2011/10/18	2011/10/27	Scaffolds or contigs	JGI
Bacillus sp. B-3	119423	PRJNA13853	13853	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus sp. BS-01	745376	PRJNA46843	46843	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus sp. BS-02	887059	PRJNA53525	53525	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus sp. NRRL B-14911	313627	PRJNA54211	54211	Firmicutes	Bacilli	5.08582	45.7	-	-	-	-	AAOX01	75	5797	5691	2006/03/01	2010/06/08	Scaffolds or contigs	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Bacillus sp. B14905	388400	PRJNA54613	54613	Firmicutes	Bacilli	4.49727	37.6	-	-	-	-	AAXV01	99	4750	4624	2007/03/06	2010/02/03	Scaffolds or contigs	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Bacillus sp. SG-1	161544	PRJNA54663	54663	Firmicutes	Bacilli	3.94896	42.1	-	-	-	-	ABCF01	186	4426	4337	2007/06/15	2010/02/03	Scaffolds or contigs	J. Craig Venter Institute
Bacillus sp. JAMB750	253629	PRJNA59575	59575	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus sp. m3-13	406124	PRJNA59767	59767	Firmicutes	Bacilli	4.13758	40.7	-	-	-	-	ACPC01	50	4491	4409	2010/04/30	2010/11/03	Scaffolds or contigs	Cinvestav del IPN
Bacillus sp. BT1B_CT2	665958	PRJNA62055	62055	Firmicutes	Bacilli	4.34183	-	-	-	-	-	ACWC01	24	4531	4429	2011/01/11	2011/01/19	Scaffolds or contigs	Broad Institute
Bacillus sp. 2_A_57_CT2	665959	PRJNA62059	62059	Firmicutes	Bacilli	5.85936	-	-	-	-	-	ACWD01	43	5907	5773	2011/01/11	2011/01/19	Scaffolds or contigs	Broad Institute
Bacillus sp. 17376	977905	PRJNA62235	62235	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Ankara University Biotechnology Institute
Bacillus sp. JC63	660997	PRJEA68337	68337	Firmicutes	Bacilli	4.89594	37.6	-	-	-	-	CAHJ01	24	-	-	2012/06/01	2012/06/01	Scaffolds or contigs	laboratoire URMITE
Bacillus sp. HGH0028	1078084	PRJNA72487	72487	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Bacillus sp. 7_6_55CFAA_CT2	665957	PRJNA80427	80427	Firmicutes	Bacilli	5.70936	-	-	-	-	-	ACWE01	30	5907	5778	2011/12/16	2011/12/21	Scaffolds or contigs	Broad Institute
Bacillus sp. 1NLA3E	666686	PRJNA81841	81841	Firmicutes	Bacilli	4.76795	-	-	-	-	-	AGJD01	57	4761	4668	2012/01/17	2012/01/24	Scaffolds or contigs	JGI
Bacillus sp. 10403023	1033734	PRJEA112529	112529	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	URMITE, CNRS UMR6236 IRD, 27 bld jean Moulin, 13005, FRANCE
Bacillus sp. 5B6	1127743	PRJNA161591	161591	Firmicutes	Bacilli	3.89966	-	-	-	-	-	AJST01	1	4024	3898	2012/04/23	2012/06/29	Scaffolds or contigs	Korea Research Institute of Bioscience and Biotechnology
Bacillus sp. FJAT-13831	1150157	PRJNA161659	161659	Firmicutes	Bacilli	5.47171	35.5	-	-	-	-	AKCS01	63	-	-	2012/09/21	2012/09/24	Scaffolds or contigs	Fujian Academy of Agriculture Sciences, China
Bacillus sp. JS	1127744	PRJNA162189	162189	Firmicutes	Bacilli	4.12041	43.9	NC_017743.1	CP003492.1	-	-	-	1	4363	4239	2012/04/20	2012/07/12	Complete	Korea Research Institute of Bioscience and Biotechnology
Bacillus sp. 15-B04-10-15-3	1178538	PRJNA162765	162765	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Bacillus sp. C2-2	1178539	PRJNA162767	162767	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Bacillus sp. DW5-4	1178540	PRJNA162769	162769	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Bacillus sp. BS1(2012)	1181233	PRJNA162771	162771	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	The Third Institute of State Oceanic Administration (SOA)
Bacillus sp. 37MA	1132442	PRJNA165517	165517	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. M 2-6	1177926	PRJNA161543	161543	Firmicutes	Bacilli	3.79565	-	-	-	-	-	AJWW01	67	4123	4058	2012/05/23	2012/06/01	Scaffolds or contigs	Chunlab, Inc.
Bacillus sp. CDB3	360310	PRJNA168601	168601	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	UOW
Bacillus sp. Aph1	1202456	PRJNA169111	169111	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Georgia
Bacillus sp. CPSM8	1202457	PRJNA169112	169112	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Georgia
Bacillus sp. 916	1007654	PRJNA170241	170241	Firmicutes	Bacilli	3.93128	46.4	-	-	-	-	AFSU01	139	4046	3994	2012/07/06	2013/03/15	Scaffolds or contigs	Institute of Plant Protection, Jiangsu Academy of Agricultural Sciences
Bacillus sp. M2-9	1218215	PRJNA171804	171804	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Pukyong National University
Bacillus sp. AP8	1211814	PRJEB376	172620	Firmicutes	Bacilli	4.58894	34.1	-	-	-	-	CAPG01	120	-	-	2012/11/28	2012/11/28	Scaffolds or contigs	ebi
Bacillus sp. 10403023	1033734	PRJEA174324	174324	Firmicutes	Bacilli	4.60873	37.3	-	-	-	-	CAET01	72	4531	4446	2012/02/28	2012/11/07	Scaffolds or contigs	laboratoire URMITE CNRS 6236
Bacillus sp. WBUNB001	1234146	PRJNA174733	174733	Firmicutes	Bacilli	5.60907	35.1	-	-	-	-	ANAU01	328	-	-	2012/11/02	2012/11/02	Scaffolds or contigs	West bengal University of Technology
Bacillus sp. 105MF	1151120	PRJNA175165	175165	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. 95MFCvi2.1	1151121	PRJNA175169	175169	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. JGI 001006-L10	1167733	PRJNA175199	175199	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. L1	356901	PRJNA176244	176244	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Jiangsu University
Bacillus sp. HYC-10	1178537	PRJNA176491	176491	Firmicutes	Bacilli	3.61192	41.3	-	-	-	-	AMSH01	134	3724	3687	2012/10/01	2012/11/07	Scaffolds or contigs	The Third Institute of State Oceanic Administration (SOA)
Bacillus sp. JGI 001005-J19	1167731	PRJNA177737	177737	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. WBUNB009	1209372	PRJNA177929	177929	Firmicutes	Bacilli	5.86874	34.9	-	-	-	-	ANFK01	289	-	-	2012/12/12	2012/12/12	Scaffolds or contigs	West bengal University of Technology
Bacillus sp. WBUNB004	1209364	PRJNA177932	177932	Firmicutes	Bacilli	5.46516	35	-	-	-	-	ANGA01	127	-	-	2012/12/12	2012/12/12	Scaffolds or contigs	West bengal University of Technology
Bacillus sp. ZYK	1191699	PRJNA178617	178617	Firmicutes	Bacilli	3.5751	36.1	-	-	-	-	ANOK01	18	-	-	2013/01/11	2013/01/15	Scaffolds or contigs	State Key Lab of Urban and Regional Ecology, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing 100085, P. R. China
Bacillus sp. G2(2012b)	1243664	PRJEB623	179333	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	ebi
Bacillus sp. JGI 001011-F15	1167732	PRJNA179467	179467	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. L1(2012)	1134413	PRJNA182346	182346	Firmicutes	Bacilli	3.85625	40.8	-	-	-	-	ANNK01	196	-	-	2013/01/28	2013/03/14	Scaffolds or contigs	Jiangsu University
Bacillus sp. AC3	1276650	PRJNA184930	184930	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Centre for Cellular and Molecular Biology
Bacillus sp. 123MFChir2	1169144	PRJNA187935	187935	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. URHB0009	1298866	PRJNA190840	190840	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. JGI 0001016-C22	1313287	PRJNA195738	195738	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. JGI 0001033-B21	1313288	PRJNA195739	195739	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Bacillus sp. JGI 0001033-C19	1313289	PRJNA195740	195740	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Natrinema sp. CX2021	290611	PRJNA13871	13871	Euryarchaeota	Halobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Natrinema sp. J7-1	1172566	PRJNA157873	157873	Euryarchaeota	Halobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Wuhan University
Natrinema sp. J7-2	406552	PRJNA171337	171337	Euryarchaeota	Halobacteria	3.79362	64.0583	NC_018224.1	CP003412.1	NC_018225.1	CP003413.1	-	2	4360	4302	2012/07/25	2012/08/07	Complete	Nankai University
Natrinema sp. J7-2	406552	PRJNA187795	187795	Euryarchaeota	Halobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Leptolyngbya sp. PCC 6402	272136	PRJNA13966	13966	Cyanobacteria	Oscillatoriophycideae	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Leptolyngbya sp. ISC 25	685036	PRJNA41179	41179	Cyanobacteria	Oscillatoriophycideae	-	-	-	-	-	-	-	-	-	-	-	-	No data	Petroleum Microbiology Research Group, Research Institute of Applied Science, ACECR, Tehran 1983969411, IRAN.
Leptolyngbya sp. ISC 40	686328	PRJNA41345	41345	Cyanobacteria	Oscillatoriophycideae	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Microbiology, Islamic Azad university branch karaj
Leptolyngbya sp. PCC 7375	102129	PRJNA182890	182890	Cyanobacteria	Oscillatoriophycideae	9.42207	47.6	-	-	-	-	ALVN01	5	8446	7828	2012/11/27	2013/01/18	Scaffolds or contigs	DOE Joint Genome Institute
Leptolyngbya sp. PCC 7376	111781	PRJNA182928	182928	Cyanobacteria	Oscillatoriophycideae	5.12595	43.9	NC_019683.1	CP003946.1	-	-	-	1	4654	4228	2012/12/04	2013/01/14	Complete	DOE Joint Genome Institute
Leptolyngbya sp. PCC 6406	1173264	PRJNA186936	186936	Cyanobacteria	Oscillatoriophycideae	5.60657	55.2	-	-	-	-	ALVV01	377	5242	5190	2013/01/17	2013/01/22	Scaffolds or contigs	JGI
Sphingomonas sp. A1	90322	PRJNA15603	15603	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Sphingomonas sp. KA1	164608	PRJNA17575	17575	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Sphingomonas sp. MM-1	745310	PRJNA46865	46865	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Sphingomonas sp. SKA58	314266	PRJNA54251	54251	Proteobacteria	Alphaproteobacteria	3.948	63.2	-	-	-	-	AAQG01	5	3984	3914	2006/04/28	2010/06/08	Scaffolds or contigs	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Sphingomonas sp. KC8	1030157	PRJNA66729	66729	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Key Lab of Urban Environment and Health, Institute of Urban Environment, Chinese Academy of Sciences
Sphingomonas sp. S17	1007104	PRJNA66923	66923	Proteobacteria	Alphaproteobacteria	4.26841	-	-	-	-	-	AFGG01	62	4066	4014	2011/05/03	2011/08/02	Scaffolds or contigs	INDEAR
Sphingomonas sp. Mn802worker	629773	PRJNA67957	67957	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI
Sphingomonas sp. PR090111-T3T-6A	685778	PRJNA67959	67959	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI
Sphingomonas sp. PAMC 21119	1112210	PRJNA76623	76623	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Korea Polar Research Institute
Sphingomonas sp. KC8	1030157	PRJNA77733	77733	Proteobacteria	Alphaproteobacteria	4.07426	-	-	-	-	-	AFMP01	70	3908	3860	2011/05/20	2011/11/22	Scaffolds or contigs	Key Lab of Urban Environment and Health, Institute of Urban Environment, Chinese Academy of Sciences
Sphingomonas sp. PAMC 26605	1112214	PRJNA169544	169544	Proteobacteria	Alphaproteobacteria	4.66212	-	-	-	-	-	AHIS01	23	4394	4347	2011/12/30	2012/07/05	Scaffolds or contigs	Korea Polar Research Institute
Sphingomonas sp. ATCC 31555	194867	PRJNA170137	170137	Proteobacteria	Alphaproteobacteria	4.04612	65.8	-	-	-	-	ALBQ01	62	-	-	2012/07/30	2012/07/30	Scaffolds or contigs	State Key Laboratory of Microbial Metabolism and School of Life Sciences and Biotechnology, Shanghai Jiao Tong University
Sphingomonas sp. PAMC 26617	1112216	PRJNA170200	170200	Proteobacteria	Alphaproteobacteria	4.6631	65.7	-	-	-	-	AHHA01	10	4284	4238	2012/01/12	2012/11/07	Scaffolds or contigs	korea Polar Research Institute
Sphingomonas sp. LH128	473781	PRJNA174245	174245	Proteobacteria	Alphaproteobacteria	6.45751	64.9	-	-	-	-	ALVC01	658	6336	6277	2012/08/27	2012/11/30	Scaffolds or contigs	KuLeuven
Sphingomonas sp. PAMC 26621	1112213	PRJNA174619	174619	Proteobacteria	Alphaproteobacteria	4.76993	65.5	-	-	-	-	AIDW01	68	4422	4374	2012/03/07	2012/11/07	Scaffolds or contigs	korea Polar Research Institute
Sphingomonas sp. JGI 0001014-E16	1286830	PRJNA187222	187222	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Sphingomonas sp. URHD0007	1298856	PRJNA190807	190807	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Sphingomonas sp. MM-1	745310	PRJNA193771	193771	Proteobacteria	Alphaproteobacteria	4.63361	66.6882	NC_020561.1	CP004036.1	NC_020563.1,NC_020562.1,NC_020542.1,NC_020544.1,NC_020543.1	CP004041.1,CP004038.1,CP004037.1,CP004040.1,CP004039.1	-	6	4418	4361	2013/03/20	2013/03/25	Complete	Graduate School of Life Sciences, Tohoku University
